exchange_id,request_date,from_hospital_id,to_hospital_id,medicine_id,quantity_units,priority,status,distance_km,estimated_lead_days,same_province,reason,involves_demo
EX-00472,2026-05-31,HOSP-SP-002,HOSP-GD-002,MED-020,42,Normal,Completed,341.8,6,0,Near-expiry redistribution,0
EX-00473,2026-03-05,HOSP-BG-019,HOSP-SP-004,MED-068,204,Normal,Completed,495.0,8,0,Outbreak response,0
EX-00474,2025-12-16,HOSP-BG-017,HOSP-GD-005,MED-014,37,High,Completed,177.1,4,0,Monsoon surge,0
EX-00475,2026-05-05,DEMO-07,HOSP-LB-002,MED-004,71,Normal,Completed,233.0,3,0,Chemo cycle demand,1
EX-00476,2026-06-08,DEMO-08,DEMO-05,MED-060,5,High,Completed,353.6,6,0,Routine balancing,1
EX-00477,2026-02-17,HOSP-SP-003,DEMO-05,MED-068,5,Normal,Completed,452.2,5,0,Near-expiry redistribution,1
EX-00478,2026-02-20,HOSP-LB-004,DEMO-03,MED-016,5,Normal,Completed,255.8,5,0,Outbreak response,1
EX-00479,2026-05-14,DEMO-08,DEMO-05,MED-062,5,High,Completed,353.6,5,0,Emergency case load,1
EX-00480,2026-05-11,DEMO-02,DEMO-05,MED-004,182,Normal,In_Transit,5.2,1,1,Low stock,1
EX-00481,2026-04-19,DEMO-07,DEMO-02,MED-057,220,Normal,Approved,142.1,1,0,Emergency case load,1
EX-00483,2026-03-29,DEMO-02,HOSP-LB-003,MED-058,48,High,Completed,281.6,5,0,Near-expiry redistribution,1
EX-00484,2026-05-07,DEMO-03,DEMO-02,MED-035,5,Normal,Rejected,11.9,1,1,Outbreak response,1
EX-00485,2026-03-01,HOSP-LB-002,HOSP-KR-001,MED-035,20,High,Completed,61.2,2,0,Routine balancing,0
EX-00486,2026-01-09,DEMO-05,DEMO-07,MED-034,90,Emergency,Completed,143.2,1,0,Postpartum hemorrhage kit,1
EX-00487,2026-06-21,DEMO-06,DEMO-07,MED-065,65,Normal,Completed,378.9,5,0,Monsoon surge,1
EX-00488,2026-04-18,DEMO-03,DEMO-07,MED-019,34,Normal,Completed,153.7,2,0,Postpartum hemorrhage kit,1
EX-00489,2026-03-18,DEMO-08,DEMO-03,MED-055,5,Normal,Completed,363.7,6,0,Outbreak response,1
EX-00490,2026-05-14,HOSP-KR-001,HOSP-KP-004,MED-052,97,High,In_Transit,500.8,7,0,Monsoon surge,0
EX-00491,2026-02-03,DEMO-08,HOSP-KP-004,MED-050,10,Emergency,Completed,475.7,7,0,Surgical camp,1
EX-00492,2025-12-18,HOSP-LB-001,HOSP-KP-001,MED-014,56,High,In_Transit,392.0,6,0,Monsoon surge,0
EX-00493,2026-02-05,DEMO-04,DEMO-07,MED-035,90,High,Completed,142.3,3,0,Monsoon surge,1
EX-00494,2026-06-20,HOSP-GD-002,HOSP-BG-019,MED-006,49,Emergency,Completed,180.3,4,0,Emergency case load,0
EX-00495,2026-01-15,HOSP-KR-001,HOSP-KR-003,MED-014,169,High,Completed,131.1,3,1,Near-expiry redistribution,0
EX-00496,2026-04-29,HOSP-KP-001,HOSP-SP-001,MED-069,107,Emergency,Completed,688.1,8,0,Monsoon surge,0
EX-00497,2026-05-06,HOSP-KR-004,HOSP-KR-003,MED-027,23,Normal,Completed,56.5,2,1,Near-expiry redistribution,0
EX-00498,2025-12-28,DEMO-03,DEMO-02,MED-019,34,Emergency,Completed,11.9,1,1,Pediatric surge,1
EX-00499,2026-05-19,HOSP-LB-005,HOSP-KP-001,MED-055,102,Emergency,Completed,387.6,6,0,Surgical camp,0
EX-00500,2025-12-26,HOSP-LB-001,DEMO-07,MED-018,93,High,Completed,77.5,1,0,Routine balancing,1
